merchant_country,card_country,merchant_region,amount,currency,settlement_amount,settlement_currency,channel,pos_entry_mode,avs_used,eci,sca_applied,sca_required,product,enhanced_fields_present,enhanced_validated,settlement_delay_hours,moto_indicator,mit_indicator,mit_expected,cross_border,transaction_id,brand,cfg_pos_hours,cfg_cnp_hours,is_pos,is_ecom,is_moto,is_eu_uk,issuer_region,issuer_known,issuer_eu_uk,eci_strength,cross_border_calc,is_commercial,compliance_findings,impact_hint_bps_sum,impact_hint_per_item_sum,is_compliant,findings_ids,findings_text,impact_estimated_bps_amt,impact_estimated_per_item_amt,impact_estimated_total
DE,DE,EU,183.63,USD,183.63,USD,POS,5,True,NAN,False,False,consumer,False,False,0.0,False,False,False,False,RRN8938768498,Mastercard,24,72,True,False,False,True,EU,True,True,NONE,False,False,[],0.0,0.0,True,,,0.0,0.0,0.0
DE,,EU,234.82,USD,234.82,USD,POS,90,True,NAN,False,False,consumer,False,False,0.0,False,False,False,True,RRN8129009227,Mastercard,24,72,True,False,False,True,ROW,False,False,NONE,True,False,[],0.0,0.0,True,,,0.0,0.0,0.0
FR,FR,EU,312.43,EUR,312.43,EUR,POS,90,True,NAN,False,False,consumer,False,False,0.0,False,False,False,False,RRN6743187958,Mastercard,24,72,True,False,False,True,EU,True,True,NONE,False,False,[],0.0,0.0,True,,,0.0,0.0,0.0
GB,,UK,556.24,USD,556.24,USD,ECOM,81,True,6.0,True,False,consumer,False,False,0.0,True,False,False,True,RRN1640994777,Mastercard,24,72,False,True,True,True,ROW,False,False,NONE,True,False,"[{'id': 'C7_MOTO_INFO', 'title': 'MOTO is typically out-of-scope for SCA (informational)', 'severity': 'LOW', 'message': 'Mail/Telephone Order is generally out-of-scope for SCA; verify tagging.', 'remediation': 'Ensure MOTO transactions are not tagged as e-commerce.', 'impact_hint_bps': 0, 'impact_hint_per_item': 0.0}, {'id': 'MC1_ECOM_ECI_MAPPING', 'title': 'Mastercard e-commerce â€“ weak ECI mapping', 'severity': 'MEDIUM', 'message': 'ECI does not indicate authenticated/attempted 3DS, increasing downgrade risk.', 'remediation': 'Correct ECI mapping (2 = authenticated, 1 = attempted) and ensure 3DS evidence is submitted.', 'impact_hint_bps': 10, 'impact_hint_per_item': 0.0}]",10.0,0.0,False,"C7_MOTO_INFO,MC1_ECOM_ECI_MAPPING","Mail/Telephone Order is generally out-of-scope for SCA; verify tagging. | ECI does not indicate authenticated/attempted 3DS, increasing downgrade risk.",0.5562400000000001,0.0,0.5562400000000001
DE,DE,EU,498.05,USD,498.05,USD,POS,1,True,NAN,False,False,consumer,False,False,0.0,False,False,False,False,RRN2874011738,Mastercard,24,72,True,False,False,True,EU,True,True,NONE,False,False,[],0.0,0.0,True,,,0.0,0.0,0.0
DE,DE,EU,452.67,USD,452.67,USD,POS,5,True,NAN,False,False,consumer,False,False,0.0,False,False,False,False,RRN5602572981,Mastercard,24,72,True,False,False,True,EU,True,True,NONE,False,False,[],0.0,0.0,True,,,0.0,0.0,0.0
DE,,EU,694.4,EUR,749.95,USD,ECOM,81,False,6.0,True,False,consumer,False,False,0.0,True,False,False,True,RRN1116114262,Mastercard,24,72,False,True,True,True,ROW,False,False,NONE,True,False,"[{'id': 'C2_ECOM_NO_AVS', 'title': 'e-commerce without AVS', 'severity': 'MEDIUM', 'message': 'AVS was not used on this e-commerce transaction, increasing downgrade risk.', 'remediation': 'Enable AVS on e-commerce authorizations.', 'impact_hint_bps': 5, 'impact_hint_per_item': 0.0}, {'id': 'C7_MOTO_INFO', 'title': 'MOTO is typically out-of-scope for SCA (informational)', 'severity': 'LOW', 'message': 'Mail/Telephone Order is generally out-of-scope for SCA; verify tagging.', 'remediation': 'Ensure MOTO transactions are not tagged as e-commerce.', 'impact_hint_bps': 0, 'impact_hint_per_item': 0.0}, {'id': 'C10_ECOM_NON3DS_AVS_MISSING', 'title': 'Non-3DS e-commerce without AVS', 'severity': 'MEDIUM', 'message': 'Neither 3DS nor AVS used on e-commerce transaction; downgrade risk increases.', 'remediation': 'Enable AVS when 3DS is not available.', 'impact_hint_bps': 10, 'impact_hint_per_item': 0.0}, {'id': 'MC1_ECOM_ECI_MAPPING', 'title': 'Mastercard e-commerce â€“ weak ECI mapping', 'severity': 'MEDIUM', 'message': 'ECI does not indicate authenticated/attempted 3DS, increasing downgrade risk.', 'remediation': 'Correct ECI mapping (2 = authenticated, 1 = attempted) and ensure 3DS evidence is submitted.', 'impact_hint_bps': 10, 'impact_hint_per_item': 0.0}]",25.0,0.0,False,"C2_ECOM_NO_AVS,C7_MOTO_INFO,C10_ECOM_NON3DS_AVS_MISSING,MC1_ECOM_ECI_MAPPING","AVS was not used on this e-commerce transaction, increasing downgrade risk. | Mail/Telephone Order is generally out-of-scope for SCA; verify tagging. | Neither 3DS nor AVS used on e-commerce transaction; downgrade risk increases. | ECI does not indicate authenticated/attempted 3DS, increasing downgrade risk.",1.736,0.0,1.736
US,US,US,354.52,USD,354.52,USD,POS,5,True,NAN,False,False,consumer,False,False,0.0,False,False,False,False,RRN8223158967,Mastercard,24,72,True,False,False,False,US,True,False,NONE,False,False,[],0.0,0.0,True,,,0.0,0.0,0.0
GB,,UK,477.71,EUR,477.71,EUR,POS,5,True,NAN,False,False,consumer,False,False,0.0,False,False,False,True,RRN4002139582,Mastercard,24,72,True,False,False,True,ROW,False,False,NONE,True,False,[],0.0,0.0,True,,,0.0,0.0,0.0
CA,CA,ROW,102.92,USD,102.92,USD,POS,5,True,NAN,False,False,consumer,False,False,0.0,False,False,False,False,RRN8541027463,Mastercard,24,72,True,False,False,False,ROW,True,False,NONE,False,False,[],0.0,0.0,True,,,0.0,0.0,0.0
FR,FR,EU,197.55,USD,197.55,USD,POS,90,True,NAN,False,False,consumer,False,False,0.0,False,False,False,False,RRN4238295658,Mastercard,24,72,True,False,False,True,EU,True,True,NONE,False,False,[],0.0,0.0,True,,,0.0,0.0,0.0
DE,DE,EU,418.58,EUR,418.58,EUR,ECOM,81,True,6.0,True,False,consumer,False,False,0.0,True,False,False,False,RRN5368155454,Mastercard,24,72,False,True,True,True,EU,True,True,NONE,False,False,"[{'id': 'C7_MOTO_INFO', 'title': 'MOTO is typically out-of-scope for SCA (informational)', 'severity': 'LOW', 'message': 'Mail/Telephone Order is generally out-of-scope for SCA; verify tagging.', 'remediation': 'Ensure MOTO transactions are not tagged as e-commerce.', 'impact_hint_bps': 0, 'impact_hint_per_item': 0.0}, {'id': 'C9_ECOM_NO_3DS_DOMESTIC_EU', 'title': 'EU domestic e-commerce without 3DS evidence', 'severity': 'MEDIUM', 'message': 'Domestic EU/UK e-commerce without 3DS (ECI 05/06) evidence.', 'remediation': 'Adopt 3-D Secure 2 for domestic traffic; ensure ECI is passed correctly.', 'impact_hint_bps': 8, 'impact_hint_per_item': 0.0}, {'id': 'MC1_ECOM_ECI_MAPPING', 'title': 'Mastercard e-commerce â€“ weak ECI mapping', 'severity': 'MEDIUM', 'message': 'ECI does not indicate authenticated/attempted 3DS, increasing downgrade risk.', 'remediation': 'Correct ECI mapping (2 = authenticated, 1 = attempted) and ensure 3DS evidence is submitted.', 'impact_hint_bps': 10, 'impact_hint_per_item': 0.0}]",18.0,0.0,False,"C7_MOTO_INFO,C9_ECOM_NO_3DS_DOMESTIC_EU,MC1_ECOM_ECI_MAPPING","Mail/Telephone Order is generally out-of-scope for SCA; verify tagging. | Domestic EU/UK e-commerce without 3DS (ECI 05/06) evidence. | ECI does not indicate authenticated/attempted 3DS, increasing downgrade risk.",0.753444,0.0,0.753444
GB,GB,UK,235.31,USD,235.31,USD,POS,90,True,NAN,False,False,consumer,False,False,0.0,False,False,False,False,RRN8755165094,Mastercard,24,72,True,False,False,True,UK,True,True,NONE,False,False,[],0.0,0.0,True,,,0.0,0.0,0.0
FR,FR,EU,492.69,EUR,492.69,EUR,POS,5,True,NAN,False,False,consumer,False,False,0.0,False,False,False,False,RRN4478714855,Mastercard,24,72,True,False,False,True,EU,True,True,NONE,False,False,[],0.0,0.0,True,,,0.0,0.0,0.0
CA,,ROW,165.79,USD,165.79,USD,POS,1,True,NAN,False,False,consumer,False,False,0.0,False,False,False,True,RRN9550467565,Mastercard,24,72,True,False,False,False,ROW,False,False,NONE,True,False,[],0.0,0.0,True,,,0.0,0.0,0.0
DE,,EU,343.85,EUR,343.85,EUR,POS,90,True,NAN,False,False,consumer,False,False,0.0,False,False,False,True,RRN3730001371,Mastercard,24,72,True,False,False,True,ROW,False,False,NONE,True,False,[],0.0,0.0,True,,,0.0,0.0,0.0
DE,,EU,356.36,EUR,356.36,EUR,POS,90,True,NAN,False,False,consumer,False,False,0.0,False,False,False,True,RRN8849186200,Mastercard,24,72,True,False,False,True,ROW,False,False,NONE,True,False,[],0.0,0.0,True,,,0.0,0.0,0.0
US,US,US,74.01,USD,74.01,USD,POS,5,True,NAN,False,False,consumer,False,False,0.0,False,False,False,False,RRN6137545911,Mastercard,24,72,True,False,False,False,US,True,False,NONE,False,False,[],0.0,0.0,True,,,0.0,0.0,0.0
US,US,US,118.26,USD,118.26,USD,POS,90,True,NAN,False,False,consumer,False,False,0.0,False,False,False,False,RRN5768842938,Mastercard,24,72,True,False,False,False,US,True,False,NONE,False,False,[],0.0,0.0,True,,,0.0,0.0,0.0
CA,CA,ROW,349.95,USD,349.95,USD,POS,2,True,NAN,False,False,consumer,False,False,0.0,False,False,False,False,RRN3394332920,Mastercard,24,72,True,False,False,False,ROW,True,False,NONE,False,False,[],0.0,0.0,True,,,0.0,0.0,0.0
US,US,US,1166.21,USD,1166.21,USD,ECOM,81,False,6.0,True,False,consumer,False,False,0.0,True,False,False,False,RRN2014615129,Mastercard,24,72,False,True,True,False,US,True,False,NONE,False,False,"[{'id': 'C2_ECOM_NO_AVS', 'title': 'e-commerce without AVS', 'severity': 'MEDIUM', 'message': 'AVS was not used on this e-commerce transaction, increasing downgrade risk.', 'remediation': 'Enable AVS on e-commerce authorizations.', 'impact_hint_bps': 5, 'impact_hint_per_item': 0.0}, {'id': 'C7_MOTO_INFO', 'title': 'MOTO is typically out-of-scope for SCA (informational)', 'severity': 'LOW', 'message': 'Mail/Telephone Order is generally out-of-scope for SCA; verify tagging.', 'remediation': 'Ensure MOTO transactions are not tagged as e-commerce.', 'impact_hint_bps': 0, 'impact_hint_per_item': 0.0}, {'id': 'C10_ECOM_NON3DS_AVS_MISSING', 'title': 'Non-3DS e-commerce without AVS', 'severity': 'MEDIUM', 'message': 'Neither 3DS nor AVS used on e-commerce transaction; downgrade risk increases.', 'remediation': 'Enable AVS when 3DS is not available.', 'impact_hint_bps': 10, 'impact_hint_per_item': 0.0}, {'id': 'MC1_ECOM_ECI_MAPPING', 'title': 'Mastercard e-commerce â€“ weak ECI mapping', 'severity': 'MEDIUM', 'message': 'ECI does not indicate authenticated/attempted 3DS, increasing downgrade risk.', 'remediation': 'Correct ECI mapping (2 = authenticated, 1 = attempted) and ensure 3DS evidence is submitted.', 'impact_hint_bps': 10, 'impact_hint_per_item': 0.0}]",25.0,0.0,False,"C2_ECOM_NO_AVS,C7_MOTO_INFO,C10_ECOM_NON3DS_AVS_MISSING,MC1_ECOM_ECI_MAPPING","AVS was not used on this e-commerce transaction, increasing downgrade risk. | Mail/Telephone Order is generally out-of-scope for SCA; verify tagging. | Neither 3DS nor AVS used on e-commerce transaction; downgrade risk increases. | ECI does not indicate authenticated/attempted 3DS, increasing downgrade risk.",2.915525,0.0,2.915525
US,US,US,288.45,EUR,288.45,EUR,POS,90,True,NAN,False,False,consumer,False,False,0.0,False,False,False,False,RRN5826762819,Mastercard,24,72,True,False,False,False,US,True,False,NONE,False,False,[],0.0,0.0,True,,,0.0,0.0,0.0
DE,,EU,77.53,EUR,77.53,EUR,POS,5,True,NAN,False,False,consumer,False,False,0.0,False,False,False,True,RRN2498655340,Mastercard,24,72,True,False,False,True,ROW,False,False,NONE,True,False,[],0.0,0.0,True,,,0.0,0.0,0.0
FR,FR,EU,336.14,USD,336.14,USD,POS,5,True,NAN,False,False,consumer,False,False,0.0,False,False,False,False,RRN2274408782,Mastercard,24,72,True,False,False,True,EU,True,True,NONE,False,False,[],0.0,0.0,True,,,0.0,0.0,0.0
GB,GB,UK,53.8,EUR,53.8,EUR,POS,90,True,NAN,False,False,consumer,False,False,0.0,False,False,False,False,RRN1589447732,Mastercard,24,72,True,False,False,True,UK,True,True,NONE,False,False,[],0.0,0.0,True,,,0.0,0.0,0.0
US,US,US,846.17,RON,846.17,RON,ECOM,81,False,7.0,True,False,consumer,False,False,0.0,True,False,False,False,RRN5921464890,Mastercard,24,72,False,True,True,False,US,True,False,NONE,False,False,"[{'id': 'C2_ECOM_NO_AVS', 'title': 'e-commerce without AVS', 'severity': 'MEDIUM', 'message': 'AVS was not used on this e-commerce transaction, increasing downgrade risk.', 'remediation': 'Enable AVS on e-commerce authorizations.', 'impact_hint_bps': 5, 'impact_hint_per_item': 0.0}, {'id': 'C7_MOTO_INFO', 'title': 'MOTO is typically out-of-scope for SCA (informational)', 'severity': 'LOW', 'message': 'Mail/Telephone Order is generally out-of-scope for SCA; verify tagging.', 'remediation': 'Ensure MOTO transactions are not tagged as e-commerce.', 'impact_hint_bps': 0, 'impact_hint_per_item': 0.0}, {'id': 'C10_ECOM_NON3DS_AVS_MISSING', 'title': 'Non-3DS e-commerce without AVS', 'severity': 'MEDIUM', 'message': 'Neither 3DS nor AVS used on e-commerce transaction; downgrade risk increases.', 'remediation': 'Enable AVS when 3DS is not available.', 'impact_hint_bps': 10, 'impact_hint_per_item': 0.0}, {'id': 'MC1_ECOM_ECI_MAPPING', 'title': 'Mastercard e-commerce â€“ weak ECI mapping', 'severity': 'MEDIUM', 'message': 'ECI does not indicate authenticated/attempted 3DS, increasing downgrade risk.', 'remediation': 'Correct ECI mapping (2 = authenticated, 1 = attempted) and ensure 3DS evidence is submitted.', 'impact_hint_bps': 10, 'impact_hint_per_item': 0.0}]",25.0,0.0,False,"C2_ECOM_NO_AVS,C7_MOTO_INFO,C10_ECOM_NON3DS_AVS_MISSING,MC1_ECOM_ECI_MAPPING","AVS was not used on this e-commerce transaction, increasing downgrade risk. | Mail/Telephone Order is generally out-of-scope for SCA; verify tagging. | Neither 3DS nor AVS used on e-commerce transaction; downgrade risk increases. | ECI does not indicate authenticated/attempted 3DS, increasing downgrade risk.",2.115425,0.0,2.115425
DE,,EU,470.51,EUR,470.51,EUR,POS,90,True,NAN,False,False,consumer,False,False,0.0,False,False,False,True,RRN3182979734,Mastercard,24,72,True,False,False,True,ROW,False,False,NONE,True,False,[],0.0,0.0,True,,,0.0,0.0,0.0
FR,FR,EU,460.04,USD,460.04,USD,POS,90,True,NAN,False,False,consumer,False,False,0.0,False,False,False,False,RRN1262988793,Mastercard,24,72,True,False,False,True,EU,True,True,NONE,False,False,[],0.0,0.0,True,,,0.0,0.0,0.0
FR,FR,EU,421.67,RON,421.67,RON,ECOM,81,True,6.0,True,False,consumer,False,False,0.0,True,False,False,False,RRN3111454775,Mastercard,24,72,False,True,True,True,EU,True,True,NONE,False,False,"[{'id': 'C7_MOTO_INFO', 'title': 'MOTO is typically out-of-scope for SCA (informational)', 'severity': 'LOW', 'message': 'Mail/Telephone Order is generally out-of-scope for SCA; verify tagging.', 'remediation': 'Ensure MOTO transactions are not tagged as e-commerce.', 'impact_hint_bps': 0, 'impact_hint_per_item': 0.0}, {'id': 'C9_ECOM_NO_3DS_DOMESTIC_EU', 'title': 'EU domestic e-commerce without 3DS evidence', 'severity': 'MEDIUM', 'message': 'Domestic EU/UK e-commerce without 3DS (ECI 05/06) evidence.', 'remediation': 'Adopt 3-D Secure 2 for domestic traffic; ensure ECI is passed correctly.', 'impact_hint_bps': 8, 'impact_hint_per_item': 0.0}, {'id': 'MC1_ECOM_ECI_MAPPING', 'title': 'Mastercard e-commerce â€“ weak ECI mapping', 'severity': 'MEDIUM', 'message': 'ECI does not indicate authenticated/attempted 3DS, increasing downgrade risk.', 'remediation': 'Correct ECI mapping (2 = authenticated, 1 = attempted) and ensure 3DS evidence is submitted.', 'impact_hint_bps': 10, 'impact_hint_per_item': 0.0}]",18.0,0.0,False,"C7_MOTO_INFO,C9_ECOM_NO_3DS_DOMESTIC_EU,MC1_ECOM_ECI_MAPPING","Mail/Telephone Order is generally out-of-scope for SCA; verify tagging. | Domestic EU/UK e-commerce without 3DS (ECI 05/06) evidence. | ECI does not indicate authenticated/attempted 3DS, increasing downgrade risk.",0.759006,0.0,0.759006
CA,CA,ROW,88.76,USD,88.76,USD,POS,2,True,NAN,False,False,consumer,False,False,0.0,False,False,False,False,RRN8412511565,Mastercard,24,72,True,False,False,False,ROW,True,False,NONE,False,False,[],0.0,0.0,True,,,0.0,0.0,0.0
GB,,UK,346.73,USD,346.73,USD,POS,5,True,NAN,False,False,consumer,False,False,0.0,False,False,False,True,RRN8804318144,Mastercard,24,72,True,False,False,True,ROW,False,False,NONE,True,False,[],0.0,0.0,True,,,0.0,0.0,0.0
AU,AU,ROW,437.15,USD,437.15,USD,ECOM,81,False,6.0,True,False,consumer,False,False,0.0,True,False,False,False,RRN3872280119,Mastercard,24,72,False,True,True,False,ROW,True,False,NONE,False,False,"[{'id': 'C2_ECOM_NO_AVS', 'title': 'e-commerce without AVS', 'severity': 'MEDIUM', 'message': 'AVS was not used on this e-commerce transaction, increasing downgrade risk.', 'remediation': 'Enable AVS on e-commerce authorizations.', 'impact_hint_bps': 5, 'impact_hint_per_item': 0.0}, {'id': 'C7_MOTO_INFO', 'title': 'MOTO is typically out-of-scope for SCA (informational)', 'severity': 'LOW', 'message': 'Mail/Telephone Order is generally out-of-scope for SCA; verify tagging.', 'remediation': 'Ensure MOTO transactions are not tagged as e-commerce.', 'impact_hint_bps': 0, 'impact_hint_per_item': 0.0}, {'id': 'C10_ECOM_NON3DS_AVS_MISSING', 'title': 'Non-3DS e-commerce without AVS', 'severity': 'MEDIUM', 'message': 'Neither 3DS nor AVS used on e-commerce transaction; downgrade risk increases.', 'remediation': 'Enable AVS when 3DS is not available.', 'impact_hint_bps': 10, 'impact_hint_per_item': 0.0}, {'id': 'MC1_ECOM_ECI_MAPPING', 'title': 'Mastercard e-commerce â€“ weak ECI mapping', 'severity': 'MEDIUM', 'message': 'ECI does not indicate authenticated/attempted 3DS, increasing downgrade risk.', 'remediation': 'Correct ECI mapping (2 = authenticated, 1 = attempted) and ensure 3DS evidence is submitted.', 'impact_hint_bps': 10, 'impact_hint_per_item': 0.0}]",25.0,0.0,False,"C2_ECOM_NO_AVS,C7_MOTO_INFO,C10_ECOM_NON3DS_AVS_MISSING,MC1_ECOM_ECI_MAPPING","AVS was not used on this e-commerce transaction, increasing downgrade risk. | Mail/Telephone Order is generally out-of-scope for SCA; verify tagging. | Neither 3DS nor AVS used on e-commerce transaction; downgrade risk increases. | ECI does not indicate authenticated/attempted 3DS, increasing downgrade risk.",1.092875,0.0,1.092875
DE,DE,EU,185.97,EUR,185.97,EUR,POS,90,True,NAN,False,False,consumer,False,False,0.0,False,False,False,False,RRN3898728591,Mastercard,24,72,True,False,False,True,EU,True,True,NONE,False,False,[],0.0,0.0,True,,,0.0,0.0,0.0
DE,DE,EU,191.86,RON,271.46,USD,ECOM,81,True,5.0,True,False,consumer,False,False,0.0,True,False,False,False,RRN2465139188,Mastercard,24,72,False,True,True,True,EU,True,True,NONE,False,False,"[{'id': 'C7_MOTO_INFO', 'title': 'MOTO is typically out-of-scope for SCA (informational)', 'severity': 'LOW', 'message': 'Mail/Telephone Order is generally out-of-scope for SCA; verify tagging.', 'remediation': 'Ensure MOTO transactions are not tagged as e-commerce.', 'impact_hint_bps': 0, 'impact_hint_per_item': 0.0}, {'id': 'C9_ECOM_NO_3DS_DOMESTIC_EU', 'title': 'EU domestic e-commerce without 3DS evidence', 'severity': 'MEDIUM', 'message': 'Domestic EU/UK e-commerce without 3DS (ECI 05/06) evidence.', 'remediation': 'Adopt 3-D Secure 2 for domestic traffic; ensure ECI is passed correctly.', 'impact_hint_bps': 8, 'impact_hint_per_item': 0.0}, {'id': 'MC1_ECOM_ECI_MAPPING', 'title': 'Mastercard e-commerce â€“ weak ECI mapping', 'severity': 'MEDIUM', 'message': 'ECI does not indicate authenticated/attempted 3DS, increasing downgrade risk.', 'remediation': 'Correct ECI mapping (2 = authenticated, 1 = attempted) and ensure 3DS evidence is submitted.', 'impact_hint_bps': 10, 'impact_hint_per_item': 0.0}]",18.0,0.0,False,"C7_MOTO_INFO,C9_ECOM_NO_3DS_DOMESTIC_EU,MC1_ECOM_ECI_MAPPING","Mail/Telephone Order is generally out-of-scope for SCA; verify tagging. | Domestic EU/UK e-commerce without 3DS (ECI 05/06) evidence. | ECI does not indicate authenticated/attempted 3DS, increasing downgrade risk.",0.345348,0.0,0.345348
ES,ES,EU,124.43,USD,124.43,USD,ECOM,81,False,5.0,True,False,consumer,False,False,0.0,True,False,False,False,RRN6148486655,Mastercard,24,72,False,True,True,True,EU,True,True,NONE,False,False,"[{'id': 'C2_ECOM_NO_AVS', 'title': 'e-commerce without AVS', 'severity': 'MEDIUM', 'message': 'AVS was not used on this e-commerce transaction, increasing downgrade risk.', 'remediation': 'Enable AVS on e-commerce authorizations.', 'impact_hint_bps': 5, 'impact_hint_per_item': 0.0}, {'id': 'C7_MOTO_INFO', 'title': 'MOTO is typically out-of-scope for SCA (informational)', 'severity': 'LOW', 'message': 'Mail/Telephone Order is generally out-of-scope for SCA; verify tagging.', 'remediation': 'Ensure MOTO transactions are not tagged as e-commerce.', 'impact_hint_bps': 0, 'impact_hint_per_item': 0.0}, {'id': 'C9_ECOM_NO_3DS_DOMESTIC_EU', 'title': 'EU domestic e-commerce without 3DS evidence', 'severity': 'MEDIUM', 'message': 'Domestic EU/UK e-commerce without 3DS (ECI 05/06) evidence.', 'remediation': 'Adopt 3-D Secure 2 for domestic traffic; ensure ECI is passed correctly.', 'impact_hint_bps': 8, 'impact_hint_per_item': 0.0}, {'id': 'C10_ECOM_NON3DS_AVS_MISSING', 'title': 'Non-3DS e-commerce without AVS', 'severity': 'MEDIUM', 'message': 'Neither 3DS nor AVS used on e-commerce transaction; downgrade risk increases.', 'remediation': 'Enable AVS when 3DS is not available.', 'impact_hint_bps': 10, 'impact_hint_per_item': 0.0}, {'id': 'MC1_ECOM_ECI_MAPPING', 'title': 'Mastercard e-commerce â€“ weak ECI mapping', 'severity': 'MEDIUM', 'message': 'ECI does not indicate authenticated/attempted 3DS, increasing downgrade risk.', 'remediation': 'Correct ECI mapping (2 = authenticated, 1 = attempted) and ensure 3DS evidence is submitted.', 'impact_hint_bps': 10, 'impact_hint_per_item': 0.0}]",33.0,0.0,False,"C2_ECOM_NO_AVS,C7_MOTO_INFO,C9_ECOM_NO_3DS_DOMESTIC_EU,C10_ECOM_NON3DS_AVS_MISSING,MC1_ECOM_ECI_MAPPING","AVS was not used on this e-commerce transaction, increasing downgrade risk. | Mail/Telephone Order is generally out-of-scope for SCA; verify tagging. | Domestic EU/UK e-commerce without 3DS (ECI 05/06) evidence. | Neither 3DS nor AVS used on e-commerce transaction; downgrade risk increases. | ECI does not indicate authenticated/attempted 3DS, increasing downgrade risk.",0.410619,0.0,0.410619
CA,CA,ROW,489.66,EUR,489.66,EUR,POS,2,True,NAN,False,False,consumer,False,False,0.0,False,False,False,False,RRN4329257078,Mastercard,24,72,True,False,False,False,ROW,True,False,NONE,False,False,[],0.0,0.0,True,,,0.0,0.0,0.0
DE,DE,EU,194.5,USD,194.5,USD,POS,90,True,NAN,False,False,consumer,False,False,0.0,False,False,False,False,RRN3075566549,Mastercard,24,72,True,False,False,True,EU,True,True,NONE,False,False,[],0.0,0.0,True,,,0.0,0.0,0.0
FR,,EU,358.67,USD,358.67,USD,POS,90,True,NAN,False,False,consumer,False,False,0.0,False,False,False,True,RRN5342893965,Mastercard,24,72,True,False,False,True,ROW,False,False,NONE,True,False,[],0.0,0.0,True,,,0.0,0.0,0.0
DE,,EU,153.11,USD,153.11,USD,POS,2,True,NAN,False,False,consumer,False,False,0.0,False,False,False,True,RRN8703136746,Mastercard,24,72,True,False,False,True,ROW,False,False,NONE,True,False,[],0.0,0.0,True,,,0.0,0.0,0.0
GB,,UK,285.35,USD,285.35,USD,POS,1,True,NAN,False,False,consumer,False,False,0.0,False,False,False,True,RRN6372578664,Mastercard,24,72,True,False,False,True,ROW,False,False,NONE,True,False,[],0.0,0.0,True,,,0.0,0.0,0.0
FR,,EU,90.75,USD,90.75,USD,POS,2,True,NAN,False,False,consumer,False,False,0.0,False,False,False,True,RRN4153111303,Mastercard,24,72,True,False,False,True,ROW,False,False,NONE,True,False,[],0.0,0.0,True,,,0.0,0.0,0.0
DE,DE,EU,193.59,EUR,193.59,EUR,POS,90,True,NAN,False,False,consumer,False,False,0.0,False,False,False,False,RRN9776356461,Mastercard,24,72,True,False,False,True,EU,True,True,NONE,False,False,[],0.0,0.0,True,,,0.0,0.0,0.0
RO,RO,EU,659.32,RON,659.32,RON,ECOM,81,True,7.0,True,False,consumer,False,False,0.0,True,False,False,False,RRN5966504705,Mastercard,24,72,False,True,True,True,EU,True,True,NONE,False,False,"[{'id': 'C7_MOTO_INFO', 'title': 'MOTO is typically out-of-scope for SCA (informational)', 'severity': 'LOW', 'message': 'Mail/Telephone Order is generally out-of-scope for SCA; verify tagging.', 'remediation': 'Ensure MOTO transactions are not tagged as e-commerce.', 'impact_hint_bps': 0, 'impact_hint_per_item': 0.0}, {'id': 'C9_ECOM_NO_3DS_DOMESTIC_EU', 'title': 'EU domestic e-commerce without 3DS evidence', 'severity': 'MEDIUM', 'message': 'Domestic EU/UK e-commerce without 3DS (ECI 05/06) evidence.', 'remediation': 'Adopt 3-D Secure 2 for domestic traffic; ensure ECI is passed correctly.', 'impact_hint_bps': 8, 'impact_hint_per_item': 0.0}, {'id': 'MC1_ECOM_ECI_MAPPING', 'title': 'Mastercard e-commerce â€“ weak ECI mapping', 'severity': 'MEDIUM', 'message': 'ECI does not indicate authenticated/attempted 3DS, increasing downgrade risk.', 'remediation': 'Correct ECI mapping (2 = authenticated, 1 = attempted) and ensure 3DS evidence is submitted.', 'impact_hint_bps': 10, 'impact_hint_per_item': 0.0}]",18.0,0.0,False,"C7_MOTO_INFO,C9_ECOM_NO_3DS_DOMESTIC_EU,MC1_ECOM_ECI_MAPPING","Mail/Telephone Order is generally out-of-scope for SCA; verify tagging. | Domestic EU/UK e-commerce without 3DS (ECI 05/06) evidence. | ECI does not indicate authenticated/attempted 3DS, increasing downgrade risk.",1.186776,0.0,1.186776
DE,DE,EU,117.05,EUR,117.05,EUR,POS,5,True,NAN,False,False,consumer,False,False,0.0,False,False,False,False,RRN1922216590,Mastercard,24,72,True,False,False,True,EU,True,True,NONE,False,False,[],0.0,0.0,True,,,0.0,0.0,0.0
GB,GB,UK,129.75,EUR,129.75,EUR,POS,90,True,NAN,False,False,consumer,False,False,0.0,False,False,False,False,RRN8475745995,Mastercard,24,72,True,False,False,True,UK,True,True,NONE,False,False,[],0.0,0.0,True,,,0.0,0.0,0.0
FR,FR,EU,202.12,EUR,202.12,EUR,POS,90,True,NAN,False,False,consumer,False,False,0.0,False,False,False,False,RRN8714959104,Mastercard,24,72,True,False,False,True,EU,True,True,NONE,False,False,[],0.0,0.0,True,,,0.0,0.0,0.0
DE,DE,EU,442.64,EUR,442.64,EUR,POS,90,True,NAN,False,False,consumer,False,False,0.0,False,False,False,False,RRN1895491764,Mastercard,24,72,True,False,False,True,EU,True,True,NONE,False,False,[],0.0,0.0,True,,,0.0,0.0,0.0
